,Hero,Entry,Move,Weapon,HP,Atk,Spd,Def,Res,Total,Link,Color,Version,Book,ReleaseDate
804,Melíai: Warrior Wanderer,Heroes,Armored,Green Beast,47,49,18,49,43,206,https://feheroes.fandom.com/wiki/Mel%C3%ADai:_Warrior_Wanderer,Green,9.7,9,2025-07-18
805,Mercedes: Kindly Devotee,Three Houses,Infantry,Colorless Staff,39,33,30,22,33,157,https://feheroes.fandom.com/wiki/Mercedes:_Kindly_Devotee,Colorless,3.8,3,2019-08-07
806,Mercedes: Unfussed Basker,Three Houses,Cavalry,Red Tome,38,39,25,17,38,157,https://feheroes.fandom.com/wiki/Mercedes:_Unfussed_Basker,Red,5.6,5,2021-06-21
807,Merlinus: Pherae's Clerk,The Binding Blade,Cavalry,Colorless Dagger,50,20,35,31,27,163,https://feheroes.fandom.com/wiki/Merlinus:_Pherae%27s_Clerk,Colorless,4.11,4,2020-11-17
808,Merric: Changing Winds,Shadow Dragon / (New) Mystery,Infantry,Green Tome,41,34,41,21,25,162,https://feheroes.fandom.com/wiki/Merric:_Changing_Winds,Green,4.4,4,2020-04-20
809,Merric: Wind Mage,Shadow Dragon / (New) Mystery,Infantry,Green Tome,43,26,32,28,19,148,https://feheroes.fandom.com/wiki/Merric:_Wind_Mage,Green,1.0,1,2017-02-02
810,Merric: Wind Pontifex,Shadow Dragon / (New) Mystery,Cavalry,Green Tome,41,43,46,23,20,173,https://feheroes.fandom.com/wiki/Merric:_Wind_Pontifex,Green,8.3,8,2024-03-15
811,Merrin: Suave Knight,Engage,Cavalry,Red Sword,39,45,47,36,23,190,https://feheroes.fandom.com/wiki/Merrin:_Suave_Knight,Red,8.9,8,2024-09-17
812,Metodey: Shrewd Braggart,Three Houses,Infantry,Colorless Dagger,41,43,47,35,26,192,https://feheroes.fandom.com/wiki/Metodey:_Shrewd_Braggart,Colorless,8.1,8,2024-10-16
813,Mia: Budding Blade,Path of Radiance,Infantry,Red Sword,40,41,43,32,27,183,https://feheroes.fandom.com/wiki/Mia:_Budding_Blade,Red,6.4,6,2022-04-07
814,Mia: Harmonic Blades,Radiant Dawn,Cavalry,Colorless Dagger,38,35,41,17,25,156,https://feheroes.fandom.com/wiki/Mia:_Harmonic_Blades,Colorless,4.6,4,2020-06-18
815,Mia: Lady of Blades,Path of Radiance,Infantry,Red Sword,38,32,40,28,25,163,https://feheroes.fandom.com/wiki/Mia:_Lady_of_Blades,Red,1.8,1,2017-11-15
816,Mia: Moonlit Witch,Radiant Dawn,Flying,Colorless Staff,36,30,34,22,28,150,https://feheroes.fandom.com/wiki/Mia:_Moonlit_Witch,Colorless,2.1,2,2018-10-10
817,Mia: Summer Slice,Path of Radiance,Flying,Green Axe,38,42,47,27,35,189,https://feheroes.fandom.com/wiki/Mia:_Summer_Slice,Green,8.8,8,2024-08-07
818,Micaiah: Dawn Wind's Duo,Radiant Dawn,Flying,Colorless Tome,39,39,20,19,38,155,https://feheroes.fandom.com/wiki/Micaiah:_Dawn_Wind%27s_Duo,Colorless,4.5,4,2020-05-20
819,Micaiah: Dawning Maiden,Radiant Dawn,Flying,Green Tome,40,47,16,30,46,179,https://feheroes.fandom.com/wiki/Micaiah:_Dawning_Maiden,Green,8.6,8,2024-06-07
820,Micaiah: Of Dawn,Radiant Dawn,Infantry,Colorless Tome,40,49,30,20,49,188,https://feheroes.fandom.com/wiki/Micaiah:_Of_Dawn,Colorless,9.6,9,2025-06-30
821,Micaiah: Priestess of Dawn,Radiant Dawn,Infantry,Blue Tome,35,35,28,18,35,151,https://feheroes.fandom.com/wiki/Micaiah:_Priestess_of_Dawn,Blue,2.1,2,2018-01-12
822,Micaiah: Queen of Dawn,Radiant Dawn,Flying,Green Tome,36,37,28,17,37,155,https://feheroes.fandom.com/wiki/Micaiah:_Queen_of_Dawn,Green,3.8,3,2019-08-16
823,Micaiah: Radiant Queen,Radiant Dawn,Infantry,Colorless Tome,38,42,31,19,41,171,https://feheroes.fandom.com/wiki/Micaiah:_Radiant_Queen,Colorless,5.8,5,2021-08-31
824,Micaiah: Summer's Dawn,Radiant Dawn,Infantry,Red Tome,33,34,20,18,34,139,https://feheroes.fandom.com/wiki/Micaiah:_Summer%27s_Dawn,Red,2.8,2,2018-08-10
825,Micaiah: Wavecrest Maiden,Radiant Dawn,Cavalry,Colorless Tome,38,42,30,16,37,163,https://feheroes.fandom.com/wiki/Micaiah:_Wavecrest_Maiden,Colorless,6.6,6,2022-06-17
826,Michalis: Ambitious King,Shadow Dragon / (New) Mystery,Flying,Green Axe,43,34,26,35,19,157,https://feheroes.fandom.com/wiki/Michalis:_Ambitious_King,Green,1.1,1,2017-03-20
827,Michalis: Fruiting Ambition,Shadow Dragon / (New) Mystery,Flying,Blue Lance,43,45,32,47,17,184,https://feheroes.fandom.com/wiki/Michalis:_Fruiting_Ambition,Blue,7.3,7,2023-03-07
828,Midir: Archer of Yngvi,Genealogy of the Holy War,Cavalry,Blue Bow,40,46,47,30,22,185,https://feheroes.fandom.com/wiki/Midir:_Archer_of_Yngvi,Blue,9.1,9,2025-01-07
829,Midori: Reliable Chemist,Fates,Infantry,Red Bow,41,41,30,34,21,167,https://feheroes.fandom.com/wiki/Midori:_Reliable_Chemist,Red,4.4,4,2020-04-08
830,Mikoto: Caring Mother,Fates,Infantry,Colorless Staff,38,35,32,20,26,151,https://feheroes.fandom.com/wiki/Mikoto:_Caring_Mother,Colorless,2.11,2,2018-11-09
831,Mila: Goddess of Love,Echoes,Infantry,Colorless Breath,41,37,17,40,37,172,https://feheroes.fandom.com/wiki/Mila:_Goddess_of_Love,Colorless,4.5,4,2020-05-29
832,Minerva: Princess-Knight,Shadow Dragon / (New) Mystery,Flying,Green Axe,40,36,37,35,19,167,https://feheroes.fandom.com/wiki/Minerva:_Princess-Knight,Green,4.4,4,2020-04-21
833,Minerva: Red Dragoon,Shadow Dragon / (New) Mystery,Flying,Green Axe,40,31,33,32,22,158,https://feheroes.fandom.com/wiki/Minerva:_Red_Dragoon,Green,1.0,1,2017-02-02
834,Minerva: Verdant Dragoon,Shadow Dragon / (New) Mystery,Cavalry,Blue Lance,41,36,38,35,18,168,https://feheroes.fandom.com/wiki/Minerva:_Verdant_Dragoon,Blue,5.3,5,2021-03-17
835,Mirabilis: Daydream,Heroes,Flying,Red Sword,38,34,18,32,35,157,https://feheroes.fandom.com/wiki/Mirabilis:_Daydream,Red,4.6,4,2020-06-05
836,Mirabilis: Spring Daydream,Heroes,Flying,Blue Tome,37,36,18,36,41,168,https://feheroes.fandom.com/wiki/Mirabilis:_Spring_Daydream,Blue,8.3,8,2024-03-07
837,Mirabilis: Sugarplum Vision,Heroes,Flying,Blue Dagger,39,36,17,34,36,162,https://feheroes.fandom.com/wiki/Mirabilis:_Sugarplum_Vision,Blue,6.0,6,2021-12-16
838,Miranda: Willful Princess,Thracia 776,Infantry,Red Tome,38,36,35,21,36,166,https://feheroes.fandom.com/wiki/Miranda:_Willful_Princess,Red,5.1,5,2021-01-08
839,Miriel: Rapier Intellect,Awakening,Infantry,Blue Tome,37,37,40,25,31,170,https://feheroes.fandom.com/wiki/Miriel:_Rapier_Intellect,Blue,6.0,6,2021-12-07
840,Mist: Helpful Sister,Path of Radiance,Infantry,Colorless Staff,39,27,28,20,34,148,https://feheroes.fandom.com/wiki/Mist:_Helpful_Sister,Colorless,1.2,1,2017-04-26
841,Mist: Purest Spirit,Path of Radiance,Cavalry,Green Tome,36,34,34,17,23,144,https://feheroes.fandom.com/wiki/Mist:_Purest_Spirit,Green,3.2,3,2019-02-08
842,Monica: Favored Vassal,Three Houses,Infantry,Blue Tome,40,38,43,24,31,176,https://feheroes.fandom.com/wiki/Monica:_Favored_Vassal,Blue,6.9,6,2022-09-16
843,Mordecai: Gentle Firetender,Radiant Dawn,Infantry,Green Beast,48,43,29,43,24,187,https://feheroes.fandom.com/wiki/Mordecai:_Gentle_Firetender,Green,6.9,6,2022-09-07
844,Mordecai: Kindhearted Tiger,Radiant Dawn,Infantry,Blue Beast,47,37,24,39,20,167,https://feheroes.fandom.com/wiki/Mordecai:_Kindhearted_Tiger,Blue,3.4,3,2019-04-10
845,Morgan: Devoted Darkness,Awakening,Flying,Green Axe,40,39,17,41,35,172,https://feheroes.fandom.com/wiki/Morgan:_Devoted_Darkness,Green,5.5,5,2021-05-07
846,Morgan: Fated Darkness,Awakening,Infantry,Red Tome,38,37,17,35,38,165,https://feheroes.fandom.com/wiki/Morgan:_Fated_Darkness,Red,5.5,5,2021-05-07
847,Morgan: Lad from Afar,Awakening,Infantry,Red Tome,37,33,34,20,26,150,https://feheroes.fandom.com/wiki/Morgan:_Lad_from_Afar,Red,2.3,2,2018-03-09
848,Morgan: Lass from Afar,Awakening,Flying,Blue Tome,37,34,30,16,33,150,https://feheroes.fandom.com/wiki/Morgan:_Lass_from_Afar,Blue,2.3,2,2018-03-09
849,Mozu: Tragic Start,Fates,Infantry,Blue Lance,40,44,46,41,27,198,https://feheroes.fandom.com/wiki/Mozu:_Tragic_Start,Blue,8.4,8,2024-04-15
850,Muarim: Raw Instinct,Radiant Dawn,Infantry,Blue Beast,45,43,40,31,23,182,https://feheroes.fandom.com/wiki/Muarim:_Raw_Instinct,Blue,6.5,6,2022-05-11
851,Murdock: Loyal General,The Binding Blade,Armored,Green Axe,47,45,23,45,35,195,https://feheroes.fandom.com/wiki/Murdock:_Loyal_General,Green,7.6,7,2023-06-08
852,Múspell: Flame God,Heroes,Cavalry,Red Breath,40,41,16,39,37,173,https://feheroes.fandom.com/wiki/M%C3%BAspell:_Flame_God,Red,5.9,5,2021-09-17
853,Múspell: Raging Inferno,Heroes,Cavalry,Colorless Breath,40,43,26,41,30,180,https://feheroes.fandom.com/wiki/M%C3%BAspell:_Raging_Inferno,Colorless,6.9,6,2022-09-07
854,Mustafa: Plegian Champion,Awakening,Infantry,Green Axe,45,38,25,36,28,172,https://feheroes.fandom.com/wiki/Mustafa:_Plegian_Champion,Green,4.6,4,2020-06-05
855,Mycen: Zofia's Champion,Echoes,Cavalry,Blue Lance,40,46,16,45,37,184,https://feheroes.fandom.com/wiki/Mycen:_Zofia%27s_Champion,Blue,7.1,7,2023-10-16
856,Myrrh: Adored Dragon,The Sacred Stones,Armored,Colorless Breath,50,47,16,48,45,206,https://feheroes.fandom.com/wiki/Myrrh:_Adored_Dragon,Colorless,8.2,8,2024-02-07
857,Myrrh: Great Dragon,The Sacred Stones,Flying,Green Breath,42,33,25,36,31,167,https://feheroes.fandom.com/wiki/Myrrh:_Great_Dragon,Green,2.1,2,2018-01-25
858,Myrrh: Guardian Dragon,The Sacred Stones,Flying,Blue Breath,40,39,25,42,36,182,https://feheroes.fandom.com/wiki/Myrrh:_Guardian_Dragon,Blue,6.5,6,2022-05-31
859,Myrrh: Spooky Monster,The Sacred Stones,Armored,Red Breath,46,38,23,40,32,179,https://feheroes.fandom.com/wiki/Myrrh:_Spooky_Monster,Red,2.1,2,2018-10-10
860,Myrrh: Spring Harmony,The Sacred Stones,Flying,Colorless Breath,40,38,25,40,35,178,https://feheroes.fandom.com/wiki/Myrrh:_Spring_Harmony,Colorless,5.3,5,2021-03-17
861,Naesala: Sea's Shadow,Radiant Dawn,Flying,Red Beast,42,39,43,23,25,172,https://feheroes.fandom.com/wiki/Naesala:_Sea%27s_Shadow,Red,5.8,5,2021-08-05
862,Naesala: Sky's Shadow,Radiant Dawn,Flying,Blue Beast,39,32,38,24,29,162,https://feheroes.fandom.com/wiki/Naesala:_Sky%27s_Shadow,Blue,3.1,3,2019-01-11
863,Naga: Dragon Divinity,Shadow Dragon / (New) Mystery,Flying,Blue Breath,37,30,36,33,26,162,https://feheroes.fandom.com/wiki/Naga:_Dragon_Divinity,Blue,3.5,3,2019-05-30
864,Naga: Harvest Divinity,Shadow Dragon / (New) Mystery,Flying,Colorless Breath,38,42,31,35,37,183,https://feheroes.fandom.com/wiki/Naga:_Harvest_Divinity,Colorless,6.1,6,2022-10-06
865,Naga: Ruler of Dragons,Shadow Dragon / (New) Mystery,Flying,Colorless Breath,37,41,27,45,45,195,https://feheroes.fandom.com/wiki/Naga:_Ruler_of_Dragons,Colorless,9.4,9,2025-04-15
866,Nagi: Dragon Avatar,Shadow Dragon / (New) Mystery,Armored,Green Breath,46,37,19,36,41,179,https://feheroes.fandom.com/wiki/Nagi:_Dragon_Avatar,Green,3.9,3,2019-09-19
867,Nagi: Hopeful Eternity,Shadow Dragon / (New) Mystery,Armored,Red Breath,49,48,17,45,48,207,https://feheroes.fandom.com/wiki/Nagi:_Hopeful_Eternity,Red,8.1,8,2024-10-04
868,Nah: Grateful One,Awakening,Armored,Green Breath,53,47,18,49,45,212,https://feheroes.fandom.com/wiki/Nah:_Grateful_One,Green,8.1,8,2024-10-04
869,Nah: Little Miss,Awakening,Infantry,Red Breath,44,34,25,38,32,173,https://feheroes.fandom.com/wiki/Nah:_Little_Miss,Red,3.6,3,2019-06-11
870,Nailah: Blessed Queen,Radiant Dawn,Infantry,Green Beast,40,35,41,31,25,172,https://feheroes.fandom.com/wiki/Nailah:_Blessed_Queen,Green,4.5,4,2020-05-20
871,Nailah: Hatari Scorcher,Radiant Dawn,Infantry,Red Beast,40,39,43,35,25,182,https://feheroes.fandom.com/wiki/Nailah:_Hatari_Scorcher,Red,6.1,6,2022-01-17
872,Nailah: Unflinching Eye,Radiant Dawn,Infantry,Blue Beast,40,31,37,32,23,163,https://feheroes.fandom.com/wiki/Nailah:_Unflinching_Eye,Blue,3.1,3,2019-01-11
873,Nanna: Beloved Princess,Thracia 776,Cavalry,Red Sword,40,39,42,27,25,173,https://feheroes.fandom.com/wiki/Nanna:_Beloved_Princess,Red,6.3,6,2022-03-31
874,Nanna: Mystletainn Scion,Thracia 776,Flying,Colorless Staff,40,35,41,23,28,167,https://feheroes.fandom.com/wiki/Nanna:_Mystletainn_Scion,Colorless,5.9,5,2021-09-07
875,Nanna: Nordion Princess,Thracia 776,Cavalry,Colorless Staff,36,27,34,21,26,144,https://feheroes.fandom.com/wiki/Nanna:_Nordion_Princess,Colorless,2.4,2,2018-04-11
876,Narcian: Vernal General,The Binding Blade,Flying,Blue Lance,43,35,34,37,18,167,https://feheroes.fandom.com/wiki/Narcian:_Vernal_General,Blue,4.3,4,2020-03-18
877,Narcian: Wyvern General,The Binding Blade,Flying,Green Axe,42,29,29,32,26,158,https://feheroes.fandom.com/wiki/Narcian:_Wyvern_General,Green,1.0,1,2017-02-10
878,Natasha: Sacred Healer,The Sacred Stones,Infantry,Colorless Staff,37,36,32,24,36,165,https://feheroes.fandom.com/wiki/Natasha:_Sacred_Healer,Colorless,5.0,5,2020-12-08
879,Navarre: Scarlet Ninja,Shadow Dragon / (New) Mystery,Infantry,Blue Lance,41,39,42,31,23,176,https://feheroes.fandom.com/wiki/Navarre:_Scarlet_Ninja,Blue,4.11,4,2020-11-06
880,Navarre: Scarlet Sword,Shadow Dragon / (New) Mystery,Infantry,Red Sword,42,31,37,23,24,157,https://feheroes.fandom.com/wiki/Navarre:_Scarlet_Sword,Red,1.1,1,2017-04-04
881,Neimi: Tearful Archer,The Sacred Stones,Infantry,Red Bow,39,39,42,21,35,176,https://feheroes.fandom.com/wiki/Neimi:_Tearful_Archer,Red,6.1,6,2022-01-07
882,Nel: Stoic Bride,Engage,Infantry,Green Breath,40,42,46,30,36,194,https://feheroes.fandom.com/wiki/Nel:_Stoic_Bride,Green,8.5,8,2024-05-20
883,Nel: Stoic Dragon,Engage,Infantry,Blue Breath,38,44,47,30,40,199,https://feheroes.fandom.com/wiki/Nel:_Stoic_Dragon,Blue,9.2,9,2025-02-17
884,Nemesis: King of Liberation,Three Houses,Infantry,Red Sword,43,39,23,37,34,176,https://feheroes.fandom.com/wiki/Nemesis:_King_of_Liberation,Red,4.1,4,2020-10-20
885,Nephenee: Festival Harmony,Path of Radiance,Flying,Red Tome,45,45,47,21,20,178,https://feheroes.fandom.com/wiki/Nephenee:_Festival_Harmony,Red,8.8,8,2024-08-07
886,Nephenee: Fierce Halberdier,Path of Radiance,Infantry,Blue Lance,37,31,35,34,20,157,https://feheroes.fandom.com/wiki/Nephenee:_Fierce_Halberdier,Blue,1.7,1,2017-09-15
887,Nephenee: Sincere Dancer,Path of Radiance,Infantry,Colorless Bow,37,35,36,24,25,157,https://feheroes.fandom.com/wiki/Nephenee:_Sincere_Dancer,Colorless,3.9,3,2019-09-06
888,Nergal: Traitor to Nabata,The Blazing Blade,Infantry,Green Tome,40,45,16,39,43,183,https://feheroes.fandom.com/wiki/Nergal:_Traitor_to_Nabata,Green,8.5,8,2024-05-08
889,Nerþuz: Beach Chaperone,Heroes,Cavalry,Green Beast,40,46,47,33,19,185,https://feheroes.fandom.com/wiki/Ner%C3%BEuz:_Beach_Chaperone,Green,8.6,8,2024-06-17
890,Nerþuz: Divine Abundance,Heroes,Cavalry,Red Beast,40,47,48,42,18,195,https://feheroes.fandom.com/wiki/Ner%C3%BEuz:_Divine_Abundance,Red,9.1,9,2025-10-07
891,Nerþuz: God of the Land,Heroes,Cavalry,Blue Beast,40,42,47,30,20,179,https://feheroes.fandom.com/wiki/Ner%C3%BEuz:_God_of_the_Land,Blue,7.4,7,2023-04-28
892,Nerþuz: New-Year Doter,Heroes,Cavalry,Colorless Beast,40,45,47,32,21,185,https://feheroes.fandom.com/wiki/Ner%C3%BEuz:_New-Year_Doter,Colorless,8.0,8,2024-01-01
893,Niðavellir: Founding King,Heroes,Cavalry,Colorless Bow,40,45,47,27,21,180,https://feheroes.fandom.com/wiki/Ni%C3%B0avellir:_Founding_King,Colorless,8.7,8,2024-07-16
894,Níðhöggr: Daze of Healing,Heroes,Armored,Blue Beast,50,48,16,49,44,207,https://feheroes.fandom.com/wiki/N%C3%AD%C3%B0h%C3%B6ggr:_Daze_of_Healing,Blue,9.0,9,2025-01-01
895,Níðhöggr: Quieting Dose,Heroes,Armored,Red Beast,50,49,17,48,43,207,https://feheroes.fandom.com/wiki/N%C3%AD%C3%B0h%C3%B6ggr:_Quieting_Dose,Red,8.11,8,2024-11-29
896,Nifl: God of Ice,Heroes,Cavalry,Blue Breath,39,38,40,27,23,167,https://feheroes.fandom.com/wiki/Nifl:_God_of_Ice,Blue,5.7,5,2021-07-19
897,Nifl: Tropical Ice God,Heroes,Cavalry,Colorless Breath,39,38,43,28,26,174,https://feheroes.fandom.com/wiki/Nifl:_Tropical_Ice_God,Colorless,6.7,6,2022-07-07
898,Niime: Mountain Hermit,The Binding Blade,Infantry,Colorless Tome,36,42,33,17,43,171,https://feheroes.fandom.com/wiki/Niime:_Mountain_Hermit,Colorless,6.2,6,2022-02-18
899,Niles: Cruel to Be Kind,Fates,Infantry,Colorless Bow,37,25,34,17,34,147,https://feheroes.fandom.com/wiki/Niles:_Cruel_to_Be_Kind,Colorless,1.0,1,2017-02-02
900,Niles: Forbidden Tease,Fates,Armored,Blue Bow,37,34,39,25,29,164,https://feheroes.fandom.com/wiki/Niles:_Forbidden_Tease,Blue,2.1,2,2018-10-10
901,Nils: Bright Bard,The Blazing Blade,Infantry,Blue Breath,45,31,35,26,25,162,https://feheroes.fandom.com/wiki/Nils:_Bright_Bard,Blue,4.2,4,2020-02-17
902,Nils: Snowflake Melody,The Blazing Blade,Infantry,Blue Breath,40,35,43,30,40,188,https://feheroes.fandom.com/wiki/Nils:_Snowflake_Melody,Blue,8.9,8,2024-09-06
903,Nils: Wandering Star,The Blazing Blade,Infantry,Green Breath,44,35,41,21,35,176,https://feheroes.fandom.com/wiki/Nils:_Wandering_Star,Green,6.1,6,2022-10-06
904,Nina: Eye Spy,Fates,Infantry,Colorless Bow,35,32,37,16,31,151,https://feheroes.fandom.com/wiki/Nina:_Eye_Spy,Colorless,2.9,2,2018-09-14
905,Nina: Shadowy Figures,Fates,Cavalry,Colorless Dagger,38,37,43,18,32,168,https://feheroes.fandom.com/wiki/Nina:_Shadowy_Figures,Colorless,6.8,6,2022-08-09
906,Ninian: Bright-Eyed Bride,The Blazing Blade,Flying,Blue Tome,34,28,33,18,27,140,https://feheroes.fandom.com/wiki/Ninian:_Bright-Eyed_Bride,Blue,2.5,2,2018-05-21
907,Ninian: Frozen Heart,The Blazing Blade,Infantry,Blue Breath,45,27,40,23,36,171,https://feheroes.fandom.com/wiki/Ninian:_Frozen_Heart,Blue,6.5,6,2022-05-10
908,Ninian: Ice-Dragon Oracle,The Blazing Blade,Cavalry,Green Breath,44,37,41,22,24,168,https://feheroes.fandom.com/wiki/Ninian:_Ice-Dragon_Oracle,Green,6.9,6,2022-09-29
909,Ninian: Oracle of Destiny,The Blazing Blade,Infantry,Blue Breath,42,24,33,23,27,149,https://feheroes.fandom.com/wiki/Ninian:_Oracle_of_Destiny,Blue,1.1,1,2017-03-14
910,Nino: Burst of Summer,The Blazing Blade,Infantry,Red Tome,38,46,48,24,32,188,https://feheroes.fandom.com/wiki/Nino:_Burst_of_Summer,Red,9.6,9,2025-06-17
911,Nino: Fang's Heart,The Blazing Blade,Infantry,Green Dagger,38,44,47,26,33,188,https://feheroes.fandom.com/wiki/Nino:_Fang%27s_Heart,Green,7.11,7,2023-11-17
912,Nino: Flower of Frost,The Blazing Blade,Armored,Blue Tome,40,35,41,22,31,169,https://feheroes.fandom.com/wiki/Nino:_Flower_of_Frost,Blue,4.0,4,2019-12-16
913,Nino: Pale Flower,The Blazing Blade,Flying,Green Tome,36,33,38,17,25,149,https://feheroes.fandom.com/wiki/Nino:_Pale_Flower,Green,2.6,2,2018-06-08
914,Nino: Pious Mage,The Blazing Blade,Infantry,Green Tome,33,33,36,19,26,147,https://feheroes.fandom.com/wiki/Nino:_Pious_Mage,Green,1.0,1,2017-02-02
915,Nino: Spirited Sorcerer,The Blazing Blade,Infantry,Red Tome,38,41,46,20,32,177,https://feheroes.fandom.com/wiki/Nino:_Spirited_Sorcerer,Red,7.1,7,2023-01-10
916,Noah: Mercenary-Errant,The Binding Blade,Cavalry,Blue Lance,40,45,45,31,18,179,https://feheroes.fandom.com/wiki/Noah:_Mercenary-Errant,Blue,7.6,7,2023-06-08
917,Noire: Demurely Deft,Awakening,Infantry,Colorless Dagger,38,44,47,36,28,193,https://feheroes.fandom.com/wiki/Noire:_Demurely_Deft,Colorless,8.11,8,2024-11-06
918,Noire: Of Two Minds,Awakening,Infantry,Red Bow,38,46,47,35,28,194,https://feheroes.fandom.com/wiki/Noire:_Of_Two_Minds,Red,9.6,9,2025-06-06
919,Noire: Shade Seeker,Awakening,Infantry,Colorless Bow,36,32,36,27,20,151,https://feheroes.fandom.com/wiki/Noire:_Shade_Seeker,Colorless,2.6,2,2018-06-21
920,Nomah: Priest of Mila,Echoes,Infantry,Green Tome,40,47,28,24,49,188,https://feheroes.fandom.com/wiki/Nomah:_Priest_of_Mila,Green,9.3,9,2025-03-18
921,Norne: Seaside Volunteer,Shadow Dragon / (New) Mystery,Infantry,Blue Lance,42,37,39,31,27,176,https://feheroes.fandom.com/wiki/Norne:_Seaside_Volunteer,Blue,5.7,5,2021-07-07
922,Norne: The Volunteer,Shadow Dragon / (New) Mystery,Infantry,Colorless Bow,42,32,36,31,27,168,https://feheroes.fandom.com/wiki/Norne:_The_Volunteer,Colorless,3.9,3,2019-09-19
923,Nótt: Moon's Elegance,Heroes,Infantry,Blue Lance,40,41,40,28,27,176,https://feheroes.fandom.com/wiki/N%C3%B3tt:_Moon%27s_Elegance,Blue,5.6,5,2021-06-08
924,Nowi: Eternal Witch,Awakening,Flying,Red Tome,34,34,32,20,27,147,https://feheroes.fandom.com/wiki/Nowi:_Eternal_Witch,Red,1.8,1,2017-10-30
925,Nowi: Eternal Youth,Awakening,Infantry,Blue Breath,45,34,27,30,27,163,https://feheroes.fandom.com/wiki/Nowi:_Eternal_Youth,Blue,1.0,1,2017-02-02
926,Nuibaba: Mistress of Fear,Echoes,Infantry,Blue Tome,40,48,36,17,47,188,https://feheroes.fandom.com/wiki/Nuibaba:_Mistress_of_Fear,Blue,9.3,9,2025-03-18
927,Nyna: The Last Princess,Shadow Dragon / (New) Mystery,Infantry,Colorless Staff,40,34,41,23,38,176,https://feheroes.fandom.com/wiki/Nyna:_The_Last_Princess,Colorless,6.11,6,2022-11-18
928,Nyx: Rulebreaker Mage,Fates,Infantry,Red Tome,36,42,40,19,28,165,https://feheroes.fandom.com/wiki/Nyx:_Rulebreaker_Mage,Red,5.7,5,2021-07-19
929,Oboro: Fierce Bride-to-Be,Fates,Infantry,Red Sword,42,39,35,40,16,172,https://feheroes.fandom.com/wiki/Oboro:_Fierce_Bride-to-Be,Red,4.5,4,2020-05-20
930,Oboro: Fierce Fighter,Fates,Infantry,Blue Lance,40,32,26,35,24,157,https://feheroes.fandom.com/wiki/Oboro:_Fierce_Fighter,Blue,1.0,1,2017-02-02
931,Odin: Potent Force,Fates,Infantry,Blue Tome,43,22,32,25,25,147,https://feheroes.fandom.com/wiki/Odin:_Potent_Force,Blue,1.0,1,2017-02-02
932,Ogier: Ostia's New Blade,The Binding Blade,Infantry,Red Sword,46,44,47,36,24,197,https://feheroes.fandom.com/wiki/Ogier:_Ostia%27s_New_Blade,Red,8.11,8,2024-11-15
933,Ogma: Blade on Leave,Shadow Dragon / (New) Mystery,Infantry,Blue Lance,44,38,38,35,21,176,https://feheroes.fandom.com/wiki/Ogma:_Blade_on_Leave,Blue,5.7,5,2021-07-07
934,Ogma: Former Gladiator,Shadow Dragon / (New) Mystery,Infantry,Red Sword,41,48,47,45,23,204,https://feheroes.fandom.com/wiki/Ogma:_Former_Gladiator,Red,9.9,9,2025-09-05
935,Ogma: Loyal Blade,Shadow Dragon / (New) Mystery,Infantry,Red Sword,47,35,34,28,13,157,https://feheroes.fandom.com/wiki/Ogma:_Loyal_Blade,Red,1.0,1,2017-02-02
936,Oliver: Admirer of Beauty,Radiant Dawn,Infantry,Blue Tome,42,32,20,23,34,151,https://feheroes.fandom.com/wiki/Oliver:_Admirer_of_Beauty,Blue,2.1,2,2018-01-14
937,Olivia: Blushing Beauty,Awakening,Infantry,Red Sword,36,28,33,27,26,150,https://feheroes.fandom.com/wiki/Olivia:_Blushing_Beauty,Red,1.0,1,2017-02-02
938,Olivia: Festival Dancer,Awakening,Infantry,Colorless Dagger,34,28,34,16,28,140,https://feheroes.fandom.com/wiki/Olivia:_Festival_Dancer,Colorless,1.7,1,2017-09-29
939,Olivia: Sky-High Dancer,Awakening,Flying,Red Sword,36,30,34,26,23,149,https://feheroes.fandom.com/wiki/Olivia:_Sky-High_Dancer,Red,2.7,2,2018-07-20
940,Olivia: Wavecrest Dancer,Awakening,Flying,Colorless Tome,37,40,45,21,25,168,https://feheroes.fandom.com/wiki/Olivia:_Wavecrest_Dancer,Colorless,8.6,8,2024-06-17
941,Olwen: Blue Mage Knight,Thracia 776,Cavalry,Blue Tome,34,26,34,20,30,144,https://feheroes.fandom.com/wiki/Olwen:_Blue_Mage_Knight,Blue,1.0,1,2017-02-27
